52702	60532	16298	3134	19821	157	50193	23608	14805	16445	55942	23106	21400	48929	42508	16368	38159	30704	18294	54034	4110	1793	51165	50430	17581	58674	40202	38531	10047	41870	33843	482	64172	26309	45079	57315	9674	44462	6125	62614	57121	1221	63048	34864	35445	43458	42635	49142	20798	19725	12569	62913	35891	55978	10559	7578	47521	37585	17497	12542	29461	54338	58829	4895	17280	38888	50327	20800	50105	31299	42124	22600	4939	59289	40181	24161	44611	55602	25548	50010	53328	59761	7303	36005	6460	17854	60153	36683	27636	57091	1225	32670	2786	23038	12364	7299	52364	1402	32641	48474	45426	21821	50614	1292	36245	57938	63232	55741	61136	21390	4034	28033	63692	20833	22728	8979	52941	21629	10159	12644	65401	34000	14444	40593	33669	14122	51065	12925	26041	51329	44295	18452	22326	4080	8849	55657	64796	45509	45418	7570	3418	25518	57794	63458	49241	64155	2540	29091	16957	45688	53176	13896	28509	11780	559	11109	18597	41270	49571	22716	23557	5937	44146	17020	59105	22782	10330	63972	44379	6324	28178	59273	50664	25853	23687	46881	48849	63592	63524	32774	2359	24222	39102	38143	65515	38490	1600	35447	20927	44710	42725	18655	2206	37357	1897	57085	22936	380	33522	51596	30596	27352	33618	45641	51442	45606	51074	918	39703	13557	284	63940	44435	14564	62359	50977	32588	48287	48668	19030	23462	1595	45597	65518	55444	35341	8301	47272	38285	699	3338	32914	21424	46440	48326	8327	51750	53098	42488	25314	27063	45651	15551	47281	11566	15917	6971	4492	43411	27895	25635	57785	24113	49844	10686	56694
51980	12745	24330	50472	8122	25236	10131	61561	16198	41824	5939	50107	14799	38645	49562	45610	8714	40140	4599	42976	8749	49873	16234	4521	28026	39997	6855	20867	63020	42454	40295	18422	58731	41002	20331	2876	58727	16804	53487	3310	65331	57135	7885	49690	9850	3767	47499	52621	32860	25738	56844	35077	59462	63638	11635	33947	24844	517	37611	7213	63649	50785	19198	47697	62501	21141	36731	4869	14792	11842	44826	46889	61784	4124	4633	36926	12943	7338	21624	8381	60546	10098	7750	26554	50472	17773	21386	57790	56571	4702	10737	58647	19705	6824	48604	3536	9100	30929	48905	29366	56346	5460	29659	25578	5021	58451	159	52198	47475	11873	15436	13996	6971	53518	51004	58694	64757	9934	13092	35081	12872	50858	60162	55303	6819	60492	7424	52193	37981	91	12540	51204	35134	34782	41773	14672	14751	10451	38892	54798	27188	35061	47707	6701	44478	9990	6757	30754	63445	41957	41168	31480	9536	4812	30476	19696	44265	45204	9891	8998	41008	32439	58826	2028	29873	62238	45644	20270	55631	62910	7208	49709	57572	43215	23316	30493	20670	41537	43027	21138	9995	40161	51211	11978	18873	24212	30291	10810	9771	37533	54052	32125	41733	38335	8022	62387	8687	57497	15586	33762	44471	2320	30479	15188	8153	22459	52737	49265	16050	26171	19119	37417	3470	54066	56557	18352	57075	18988	44802	35058	41161	13805	13296	60193	24186	60825	51472	16461	24479	49342	59834	4936	48661	47781	26830	28646	18779	58299	56843	77	57173	42444	62977	46306	44184	8190	49151	56308	41526	43721	53143	28617	12469	28369	27926	50933
32511	63093	65032	9518	21457	57255	80	18140	44737	53704	25772	9341	24031	6475	34652	13000	2078	19678	430	41902	17327	595	27772	63636	56933	55575	62583	60874	4031	62242	51455	53644	34219	54360	56927	44243	117	14082	20317	63715	29704	40354	50057	24100	10486	25389	6312	47593	56216	22673	64990	45020	46734	58045	979	29880	52204	29463	2282	19441	49121	20861	62744	11084	10428	50269	22187	44618	9421	30484	53108	13568	49766	28333	44939	10973	59250	4197	43277	40500	22628	20996	58324	6248	55533	11947	61417	43128	26812	41226	14417	61181	12756	27512	50807	16280	43130	44720	2476	45250	46959	9183	15495	43241	53207	60261	12084	61836	7743	887	40470	26542	8876	35190	32400	41000	12971	42247	37486	29858	33609	21529	1823	32637	48152	13572	18872	63823	22104	23148	17703	61474	64066	25394	60245	3350	2655	4551	42787	48389	6782	32400	61497	6789	57683	49550	10104	22571	21153	47538	1044	33775	21525	61442	24669	11823	59630	59557	31484	22646	1125	38907	49427	23962	19250	15569	64750	36583	46632	4188	54613	46816	33155	61845	5952	50001	31285	21220	55104	15574	37743	30108	16971	501	44484	54663	17142	62559	32948	63798	7700	30445	62731	2059	19330	15482	17149	35969	27283	9264	35434	41249	37906	56158	45155	17994	16381	53014	61273	61857	27978	47839	21374	64798	11383	3817	63249	55575	51650	17958	4009	39928	47043	31646	42250	40918	49595	24305	26326	6349	14143	32916	14433	34037	14438	36247	44478	8004	14950	52962	49768	44913	46571	20095	7879	23493	5481	44019	58047	47172	57273	41968	686	49543	52573	32685
7934	6790	65111	34155	11207	52847	48631	38757	7071	40045	34361	50239	28788	28682	32876	25963	347	35596	41565	39925	61241	28370	39896	53101	45779	60292	63001	14102	45680	15921	11994	16255	47224	63196	53455	5761	55941	136	20481	28719	9917	50931	53883	20599	19992	6942	16533	8727	17086	6873	29173	28210	1309	11664	7630	35891	49133	24652	52952	55217	46395	64596	31505	3873	65238	10711	34993	39938	65335	6231	17389	58562	14462	41391	22038	43473	59365	54438	25829	16102	38043	25857	11089	16819	26728	23118	12946	15558	35149	40822	9439	30091	51620	11462	19334	12247	4216	11053	38251	50287	34058	74	15860	60017	52368	9189	39953	5486	56134	47153	50835	36472	37148	28042	52296	37386	31193	61003	42762	61769	45411	26428	52389	54786	3059	65467	1578	8206	15026	46927	3043	8247	42283	39161	36982	57108	53164	59793	30124	55892	8194	1108	33473	2740	17959	1406	542	38498	25532	21458	58522	49418	40380	11039	55442	63685	20669	22623	56815	62234	25878	2036	19859	209	30367	63586	56081	37790	64041	65478	50396	21551	18537	9859	7470	9979	21504	54623	8462	53141	1702	63884	33954	50890	23142	19570	30561	17946	63807	33077	64934	50403	9202	6852	46637	27283	54703	3549	63732	10788	34456	50775	34710	13787	27733	53059	56455	61069	28544	15847	40209	25775	63030	60167	42805	35263	31906	10132	53663	52613	16817	10197	25069	50878	20087	46714	20853	26029	37066	4471	24025	6064	31235	1466	58992	64847	10521	14891	47435	1323	38507	50869	62883	34523	17697	56210	44394	28949	46048	62357	64876	33166	31224	39679	41325	10224

33710	42755	28444	58900	4514	42294	45316	26032	21906	4192	50960	50497	30933	21818	33464	38482	346	53501	32580	6481	28344	46247	53707	47439	5150	22214	16388	25868	27580	14367	3263	17026	38001	47905	48494	20976	8792	43299	16077	54282	3189	34665	33603	58289	24941	17944	23077	3785	50072	51488	52380	56865	42337	61560	62849	27315	21063	44	21041	17790	29521	53468	56998	18240	54308	64541	63810	39082	37727	63257	40058	38591	12015	60783	18673	51672	31242	36173	65413	42738	2347	38516	4821	41589	44139	31565	39970	15112	33165	31017	17803	60936	8322	50988	60245	43537	42465	35620	3372	5439	43191	22211	23023	46463	34692	52805	65402	10888	18595	18603	57640	59238	36114	4628	15474	2865	36201	36278	40775	61617	10980	59690	10791	58221	44611	49678	31817	8924	22604	63513	27947	28308	47186	32101	17776	3127	56360	51827	13968	55522	54216	8157	43339	42676	25763	62998	24950	1440	46990	1111	28121	17198	46695	56410	37991	19864	51227	64542	2625	29006	31658	52735	2380	5265	62752	1566	27927	55463	53217	40344	33777	56899	505	28292	40963	29623	6636	26191	47039	38980	52877	518	49761	59944	8534	60778	42442	15605	26003	1901	57762	7055	7444	63851	60426	47493	47180	60867	54007	26704	10311	6019	22518	58766	50143	6767	2712	58775	57758	18916	36061	43955	48972	33102	30017	307	2947	4941	60187	33488	23033	53925	62443	59955	25957	39623	65082	39686	38253	49663	10700	51251	40159	9624	6336	8869	45200	18182	24023	37126	4039	20948	25413	23679	54031	35595	19135	2926	18119	63218	10316	60979	11938	34221	22908	50735
26972	15066	20514	64271	8372	14187	10112	32760	47558	41138	26998	25513	8907	7950	42622	57554	17896	26043	18237	48416	31914	34971	14937	39531	33842	39106	49479	46962	14447	44531	18826	17744	43292	590	39557	42793	5972	47538	7127	48456	37763	60296	63149	65287	60005	17004	2371	15916	61291	45182	64142	52722	15438	41240	12459	35740	35598	13153	22316	18833	40283	41007	64789	63513	7983	33076	48508	59669	1297	53468	55214	60588	31244	15907	44624	30451	62385	48792	59896	26949	21915	9696	2830	31518	49690	59509	38206	52655	24260	29657	37836	53580	1703	56369	55715	43955	28910	63106	60455	1382	59420	29520	59124	49092	3826	4996	52441	41916	61459	18344	10834	38737	31807	12931	62521	23787	4816	45479	32572	8601	5872	51795	57971	52280	53613	7252	26702	16664	62720	9853	13739	53739	32185	50712	39454	45630	39502	49004	884	53538	41592	2694	5836	16906	5850	40377	36748	22976	39725	55747	62132	26284	26263	12425	1686	42277	54562	709	19544	1747	8109	50045	4021	946	65150	10128	30072	4144	48260	42569	54598	44332	757	56098	64149	15157	59909	33650	63258	7647	11532	15396	20617	12745	35245	42185	2722	11108	43108	16219	30847	59414	703	59788	41883	58869	9277	65504	25061	58244	6669	18497	18839	30830	42762	24997	11763	42524	49820	17554	40184	34648	25931	9831	60696	32065	24641	15969	62418	7759	51655	43604	56832	56644	5987	18126	8040	59940	35172	48259	27970	41773	23775	58400	53992	46300	56103	29463	41380	51721	45202	10422	27381	50394	25199	47401	51595	14908	4536	42371	35301	32708	23824	16399	52541	44445
32402	13691	38842	57731	38208	26532	12217	21930	6866	59246	44048	31366	15899	39230	1168	21285	35420	52486	34603	7778	3184	59433	40094	4407	52125	43861	11747	21140	13392	1509	58831	3137	16181	21869	11527	13171	35625	13805	35562	63617	4747	11334	21730	46016	20023	35924	1692	10421	26030	52702	38371	2725	4254	61794	62505	13745	35236	38965	36474	35557	51107	1392	622	61387	63926	31651	7963	49883	53225	63408	15586	30883	19284	8940	61973	26989	35697	34362	3249	39851	56548	10759	27597	42327	63170	8847	41505	39630	34366	34596	42034	32860	42186	55107	10480	49473	62059	32543	15957	21535	23555	17709	26055	21277	45913	4984	4996	43713	5698	63696	21015	58652	59392	6411	44250	26359	3282	42639	4851	14825	15817	19139	40382	29901	28570	43619	44938	41811	61022	21303	39754	53510	40292	36182	60507	29835	1012	49645	64933	34221	63460	5132	44	30095	11272	61014	33136	40777	56404	35292	25991	8349	17262	61391	40357	17650	38428	49432	55305	16343	49284	34087	29508	6748	35169	18302	46333	47263	23035	12945	28281	12270	10530	4727	17731	61830	38345	39643	52625	8160	47154	13301	21652	53988	20458	61330	25122	15369	63172	44651	41506	27523	44227	42111	47757	34174	53643	18192	34303	53776	21133	46461	12369	5224	56081	29678	6648	41829	55798	126	56966	31862	30086	36264	9140	39394	36155	30040	57323	59158	10546	42339	18807	30848	1247	64777	35990	11817	55919	1019	43055	37747	9331	11263	15015	48252	41547	54547	28892	40847	46851	33258	53712	33436	30038	62608	59593	15130	38174	9773	22463	27224	10006	1515	16540	58858
62249	51685	1861	16657	36897	12684	64366	5041	616	33495	10108	57975	46874	57870	38742	3852	11196	45820	29015	37516	33704	33801	24690	57765	12455	32875	3248	38739	20172	29066	59896	19578	40549	53370	10542	42344	42044	26149	4454	39533	45408	34729	62995	12294	12206	62833	26979	16617	46932	41321	39735	39161	54573	25540	28017	57813	29218	40556	59428	3751	5518	61807	53984	31845	30373	59464	50313	32142	25643	47071	13071	42887	18380	58116	65218	37657	932	42524	32283	25533	10020	26165	27037	49232	13011	27565	2174	11053	36020	42470	47188	15885	26133	23888	7646	25706	51000	44371	47808	26649	64998	36034	7176	6879	6375	18075	58016	53732	64583	6190	64232	54572	3460	9	25155	41375	63270	52996	61665	37227	37201	42801	52778	59970	17978	62822	54522	14387	24245	63609	48736	60781	49851	43979	23606	56464	21248	22272	1210	35428	47390	33695	61570	12139	8439	53095	20119	50268	42498	38459	59650	15441	4140	37388	56203	49794	32709	53855	4155	43952	46171	55362	31183	49661	18741	21930	7832	7690	13653	6023	6104	45975	4906	27784	19434	32342	37254	61314	49569	44872	39529	40800	34400	23657	3578	16059	12137	18158	55429	27854	53175	35128	50188	32451	18813	10709	30412	23329	52417	1644	1567	21946	317	51808	49448	41448	59298	16825	151	461	10175	20623	2780	52099	22785	25861	6922	65263	30565	23806	3916	35764	62004	57586	37619	11356	47359	15247	65339	45186	32655	45229	47119	27786	8512	51388	47729	27829	51489	48280	15032	59404	3106	63260	42840	53508	8216	33148	14492	58678	19639	21067	24870	63976	22648	52755

